Location,Date_Time,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh
Chicago,2024/1/23 4:54,12.36409782,32.47011557,6.368109764,20.67608095
Dallas,2024/4/16 3:54,20.50481084,88.78647953,6.582399968,5.753848643
San Jose,2024/1/8 16:37,-7.90837837,31.28001195,1.429777418,21.7513053
Los Angeles,2024/3/26 22:51,22.63792427,63.00999548,1.911696763,5.917913565
San Diego,2024/2/4 1:19,14.32943426,45.26239278,2.859598197,7.838701807
Houston,2024/5/10 22:34,12.27381891,37.9024495,5.292190223,9.269861774
San Jose,2024/3/13 9:34,35.13213827,84.42988874,3.829494662,3.221733758
Los Angeles,2024/1/13 16:23,19.77099987,64.16500553,1.027815128,26.77073766
San Antonio,2024/2/26 4:04,13.83197081,61.6081422,2.318591307,16.213442
Dallas,2024/2/28 5:24,34.91686073,74.08391324,4.438759851,21.57413847
Los Angeles,2024/1/2 9:20,20.51123148,83.92543322,8.52201711,9.203423409
Philadelphia,2024/4/6 19:27,18.51914627,76.95256047,3.893579796,11.41681393
Philadelphia,2024/1/29 15:44,18.08346109,66.68826347,2.340554983,28.46595405
New York,2024/1/7 8:58,6.292715501,40.47297019,6.859397248,10.77063267
New York,2024/1/30 9:07,23.6179926,34.12187457,1.92339987,1.418026456
New York,2024/1/3 14:45,19.20849816,80.72002656,0.723703773,20.16087904
New York,2024/2/15 17:52,28.59166164,71.02274232,4.900144602,18.35791627
Chicago,2024/1/14 6:24,27.38516013,51.97765713,6.443018327,21.66893924
Los Angeles,2024/5/16 18:07,22.57506388,71.06879978,1.84721607,13.37136603
San Diego,2024/5/14 9:59,17.5258721,48.2784724,6.745001158,26.13102137
San Jose,2024/5/9 9:49,-2.209526684,71.2977298,2.703052995,28.23302559
Houston,2024/5/3 6:03,7.064765159,76.14037765,8.57006266,19.72736341
San Antonio,2024/3/3 0:42,34.94725771,86.8861026,1.619316946,29.56416165
Los Angeles,2024/2/6 12:19,11.38984257,48.58159703,4.838984753,6.123508799
Phoenix,2024/1/9 15:54,18.16295305,31.21681534,11.05786185,3.441304822
Houston,2024/1/5 16:02,27.87075937,81.11790814,9.392516064,27.31462256
San Jose,2024/1/30 7:01,23.32548593,66.59108977,0.178137829,28.57043099
Houston,2024/3/29 2:18,-2.351010992,58.5568852,7.171824648,13.42158475
Chicago,2024/4/5 15:59,22.58690825,74.78825327,2.052849128,25.51511292
New York,2024/1/9 5:46,15.4590815,41.04709142,4.472099762,16.78498542
Philadelphia,2024/1/14 18:42,36.19534929,61.73770662,1.860914316,19.19035804
Houston,2024/3/6 16:48,-1.845470296,82.76419312,4.161447357,0.021316115
Houston,2024/1/6 7:41,35.80687344,73.80992402,9.954794072,8.710044214
Dallas,2024/4/5 13:42,-8.50651525,60.29888809,0.58321944,22.95838551
Houston,2024/1/12 23:47,0.597375114,68.77300663,4.21503127,20.6260183
New York,2024/3/24 14:47,-6.729559822,76.3109573,1.373949968,16.66483749
Los Angeles,2024/5/9 2:24,8.221395776,82.5628939,0.888371256,16.2487455
Los Angeles,2024/2/17 2:26,22.35875804,69.08303615,0.290132047,14.42285625
San Diego,2024/4/20 6:41,-4.12915409,77.93813433,2.551725116,19.69218539
San Jose,2024/4/26 4:18,36.48651769,71.03316318,9.095868325,16.65727308
New York,2024/2/22 6:02,36.80455726,37.04053539,3.120815891,21.13570937
San Antonio,2024/4/8 19:37,20.78163235,69.21355814,4.349180802,16.72843785
New York,2024/5/3 14:49,19.17911709,82.81599915,2.094066952,22.50164329
Phoenix,2024/3/21 9:05,26.22605083,52.80769034,7.270997694,9.977761697
Chicago,2024/3/26 8:55,16.06563369,57.30993788,9.123068747,14.44672969
New York,2024/1/1 18:05,-8.331839509,56.54915051,2.601572788,23.11028651
New York,2024/2/5 10:00,-5.716331158,44.80051933,0.480960813,11.99318663
New York,2024/2/17 10:19,-6.97159796,33.7843936,5.554156121,4.416553873
San Diego,2024/1/6 1:26,18.63443555,65.72576506,3.496845412,5.463409387
Dallas,2024/2/5 0:55,19.63696903,46.25277194,3.834639944,13.55285217
Houston,2024/4/18 14:42,31.16259759,59.61208812,1.680582332,27.62171942
Philadelphia,2024/1/12 20:12,-0.762914965,54.03931045,8.377831108,23.10310963
Philadelphia,2024/4/1 5:56,-3.672070051,31.78950831,3.084566568,17.33568684
San Diego,2024/2/28 5:42,9.036751414,38.06265002,5.040619629,26.39908688
Houston,2024/1/13 2:20,0.387788811,47.52268029,0.63838509,10.76583672
Phoenix,2024/2/10 3:36,28.01760426,79.24001777,8.465796497,26.01279839
San Antonio,2024/1/1 12:25,32.60726845,38.22060238,9.324699872,15.6031938
Phoenix,2024/3/13 0:36,29.94554312,79.40188492,0.376369901,15.41436092
Philadelphia,2024/1/25 23:15,0.173055303,35.02083566,8.05456585,19.24550378
Houston,2024/4/19 0:23,13.50510694,46.10393055,1.139045271,9.004831528
Philadelphia,2024/3/31 10:47,1.84599009,54.21017481,7.239387773,29.48320881
Chicago,2024/2/7 20:05,25.90477418,49.70928724,7.647783318,4.944945608
San Diego,2024/1/15 15:39,4.085380111,67.54931169,9.4437566,4.593732221
Philadelphia,2024/5/13 14:53,2.452132705,71.21414184,5.346729809,17.94885256
San Antonio,2024/3/27 11:37,27.78559461,45.39304002,9.532399939,23.27512494
San Diego,2024/3/6 7:29,35.77638142,37.94518696,0.969403876,25.72396226
Phoenix,2024/2/1 21:40,21.66328347,61.05370008,6.27618409,11.51846566
New York,2024/3/25 4:17,0.023427564,51.07999079,4.064477309,16.39536235
San Antonio,2024/2/24 8:49,26.61086082,74.09623117,2.415134235,5.261909465
Chicago,2024/1/1 7:17,37.17188546,44.7276353,9.56166991,20.00605172
Phoenix,2024/4/14 1:35,-3.085560028,88.71565367,1.117857884,18.35094049
Los Angeles,2024/4/4 12:04,12.50921062,30.9571437,3.650196261,9.767505463
San Antonio,2024/3/25 17:26,8.316910529,38.76265632,9.05472709,29.95363971
Phoenix,2024/3/17 13:42,25.44084747,52.38026693,7.489058237,20.045751
San Diego,2024/2/17 16:52,3.534865973,56.25011872,4.758983233,10.4893213
San Jose,2024/2/8 3:04,34.70239723,46.25758556,2.258817265,0.675460353
Phoenix,2024/4/30 20:57,29.25714839,54.90371662,1.726108936,24.27000472
San Jose,2024/5/4 9:00,33.62146019,42.49187629,4.562571542,2.462447158
San Diego,2024/2/14 10:29,15.34151635,74.41306609,0.179175927,25.65391132
Phoenix,2024/3/27 14:59,23.57419324,74.4349121,6.06404466,4.531474382
San Jose,2024/4/13 5:59,35.46831035,30.95919417,7.256553985,0.942886399
Houston,2024/2/19 17:22,30.3249969,41.42794477,3.528793046,13.32012537
San Diego,2024/2/22 17:12,11.32354932,41.47507226,8.885721347,15.78745607
New York,2024/4/7 11:07,13.23882568,75.95873216,3.819616192,3.577378375
Dallas,2024/4/10 0:24,39.30302077,57.88560472,6.492661787,7.92760827
Chicago,2024/4/12 12:07,32.39179381,38.07544868,7.50808143,25.83159734
San Diego,2024/3/1 23:55,-2.857097105,70.41756186,1.435266787,17.07082803
New York,2024/1/30 22:06,26.72932047,78.59066333,3.732615396,11.74573793
Houston,2024/3/4 14:50,5.101673131,34.67276551,8.380485019,19.60239415
Houston,2024/4/2 14:21,8.301849306,56.05398865,1.639059092,24.12919857
Houston,2024/2/28 21:48,19.9376981,31.25092031,5.912936488,3.884867407
New York,2024/5/1 18:21,32.58887014,84.85231105,2.108342286,5.621026276
Philadelphia,2024/3/18 9:38,29.66249109,85.5142434,1.201676885,7.912781242
Phoenix,2024/1/31 22:57,-6.285970694,89.56164922,12.81212148,28.66014923
Los Angeles,2024/4/17 17:33,3.520552269,50.41790638,6.837269373,20.2518682
Los Angeles,2024/4/9 18:29,0.763185324,57.79885546,3.177025851,27.26821545
Philadelphia,2024/1/7 9:06,12.45161271,72.92360884,7.590776871,23.17230682
Dallas,2024/5/7 16:58,13.04449039,88.56234368,7.808677483,15.13527232
New York,2024/3/16 6:13,4.942210715,84.36336088,0.84971946,13.081259
San Jose,2024/1/23 13:01,23.67085927,65.00195026,6.79746251,3.840462723
Dallas,2024/1/16 13:22,3.542732725,75.64772541,2.66496704,3.705268078
San Antonio,2024/2/16 22:07,28.80552291,63.29129139,6.169470458,29.87812938
New York,2024/3/15 20:24,22.03243925,61.32676446,4.50914823,29.07987201
New York,2024/5/9 11:40,-0.085387569,64.35856882,3.238037276,22.72910267
Philadelphia,2024/1/22 15:51,-8.859411269,80.85227575,1.516923001,23.21538922
San Diego,2024/2/1 8:21,15.78305052,40.37746483,1.576806696,2.569739466
Los Angeles,2024/1/15 13:31,9.992859925,35.62556031,0.857176559,0.633557301
Los Angeles,2024/3/29 16:42,17.49433338,50.90365596,1.391233828,1.602848181
Phoenix,2024/1/5 3:46,12.6564028,71.93909544,10.12097265,25.16273715
Phoenix,2024/1/21 9:34,35.29716858,77.42486068,9.044812011,9.347456044
San Diego,2024/4/25 1:15,16.80340821,42.8681666,4.825608162,24.90998972
Phoenix,2024/3/30 6:03,13.16387077,88.19668206,7.529184416,1.534316304
San Diego,2024/5/1 16:58,20.42623478,53.82859679,4.187929291,14.69726349
San Antonio,2024/2/10 5:00,3.389881879,45.98435754,8.765925726,12.51405452
Los Angeles,2024/3/14 11:58,-9.246358632,88.11768205,3.236895568,27.14167924
Chicago,2024/1/14 1:51,23.94627043,73.33952524,0.303189665,7.720419142
San Antonio,2024/3/15 22:38,9.703766448,47.36501467,4.214912466,5.010154083
San Jose,2024/5/13 9:59,14.00951241,83.89145661,0.642141476,7.553491574
San Jose,2024/2/21 15:55,1.135868014,31.24161738,0.483965446,18.17191595
San Antonio,2024/4/19 20:01,26.43324286,78.04364131,1.004531256,8.507933624
San Jose,2024/2/2 23:30,5.857500542,88.1841194,2.700557813,26.3786878
Los Angeles,2024/5/3 8:04,33.0549842,30.54152128,1.460261479,8.950722436
San Antonio,2024/4/14 22:16,9.099059276,44.81510302,3.282545408,8.528824175
San Diego,2024/4/21 7:47,10.2066442,83.00926012,1.844198314,2.152807482
San Antonio,2024/3/3 10:43,-0.582506591,62.89171195,6.557324288,25.71306169
Dallas,2024/3/10 12:46,34.34352415,41.30636598,3.549333031,3.014968942
Chicago,2024/4/11 22:07,5.261274292,44.73853629,8.61038741,19.41088876
San Jose,2024/4/16 6:51,19.24009701,68.87144265,7.353866113,5.69355504
Chicago,2024/2/11 3:42,6.710829319,38.880147,0.265138579,3.580460562
Houston,2024/4/17 2:04,24.64408143,75.54709138,6.573663305,24.2356374
Houston,2024/2/25 9:23,32.18452118,35.43313497,0.547172135,24.45492173
Chicago,2024/5/15 10:15,7.7492958,48.7563349,6.136159036,1.363159577
Houston,2024/1/4 4:01,25.09532601,62.53306463,0.854421284,18.77578835
Phoenix,2024/5/12 21:41,13.61838616,89.95609546,7.118267747,17.62320014
New York,2024/1/4 14:35,8.367878363,61.32582773,2.49943231,22.20744165
New York,2024/3/29 8:26,-8.659518385,66.51694834,4.542858507,6.4574683
New York,2024/1/7 14:33,-3.156720309,43.61657692,1.681163723,26.18499276
Philadelphia,2024/2/22 20:06,17.1037779,69.17888944,0.347594101,5.106732374
Philadelphia,2024/3/12 12:36,23.48174341,52.91828083,5.764782667,27.95834598
Chicago,2024/4/14 17:35,-2.359852354,86.79099534,3.011198795,12.68176585
San Antonio,2024/1/4 17:52,-7.483964668,88.41436666,4.674359456,17.28405155
New York,2024/5/3 3:25,-4.369575236,38.86232387,8.524814273,15.17681704
Houston,2024/1/24 10:12,29.1705473,74.47256369,5.206688385,16.93726846
Philadelphia,2024/2/16 11:19,35.78245238,80.36236188,0.210618661,6.676110929
San Diego,2024/3/12 17:06,28.40384916,46.40471083,8.436755691,10.21915977
San Jose,2024/3/27 8:13,34.19020655,78.73041795,0.412586822,9.505042576
San Jose,2024/1/25 17:27,21.55184632,79.06247794,8.042661637,2.87937264
Phoenix,2024/3/10 6:35,39.30828241,83.13313856,2.991724012,9.551094592
Los Angeles,2024/1/25 20:19,-2.106305297,59.09005591,5.480799836,9.127080834
Los Angeles,2024/1/13 18:07,-4.788624034,67.61994745,2.229149138,22.62551209
San Diego,2024/2/16 5:00,8.306548126,88.88891307,5.324623588,25.04354652
Houston,2024/3/26 0:57,1.324244653,37.14320486,3.838718735,2.203442701
Phoenix,2024/3/8 20:06,24.95507164,37.93991552,5.069368776,13.31272023
Los Angeles,2024/3/25 0:11,18.17654252,34.22771996,0.604413787,14.33759541
Philadelphia,2024/4/18 4:59,2.899743193,89.62733069,5.270868052,18.47245132
Philadelphia,2024/1/24 7:49,25.95436329,83.7380551,5.980088364,29.96282964
Chicago,2024/2/16 13:04,-7.633924055,84.95975819,7.998385384,22.35236993
New York,2024/3/24 6:24,33.70788879,87.34657908,2.86849776,25.42278426
Philadelphia,2024/3/13 5:58,23.38073397,40.90960167,8.652120235,2.514746617
Chicago,2024/3/24 23:01,1.090292242,87.69130476,3.264171595,11.81661453
New York,2024/2/29 9:48,21.5473228,88.0669428,4.269589113,26.38417812
San Antonio,2024/3/26 4:08,17.7984871,35.35848372,5.074779611,12.21976935
San Antonio,2024/4/15 8:17,11.55719399,43.64961842,8.31851994,25.39759466
San Jose,2024/2/11 5:03,7.225249345,33.39566024,0.778834464,11.65797234
New York,2024/3/20 17:13,10.30250076,66.71144732,0.97419748,18.00411135
Chicago,2024/2/29 11:58,28.10652497,59.77762276,0.114055692,2.747825649
Chicago,2024/3/26 5:10,28.47508937,70.45052625,8.881728825,15.66882143
San Diego,2024/4/4 21:41,36.41093514,80.68144476,4.366524131,15.81773295
Dallas,2024/3/23 13:05,37.65012426,34.84842335,7.008560299,19.76419807
Houston,2024/3/10 21:59,33.2759998,65.27270501,6.483484428,22.41071953
San Jose,2024/2/14 20:49,34.69048056,34.00003008,8.181785529,27.60342331
Phoenix,2024/1/12 19:40,-9.118922315,75.75345345,13.67750104,5.024387266
Houston,2024/2/16 14:24,37.64135307,69.02243182,2.046541533,29.57089632
Dallas,2024/4/22 1:12,31.83948488,42.83781201,3.239709932,25.01002793
Phoenix,2024/3/21 12:34,0.368233418,41.1749308,4.014708435,20.81046606
New York,2024/5/5 21:51,4.536573194,44.70289983,5.712317702,3.28533307
San Antonio,2024/4/25 4:06,34.92051009,84.56035588,9.886808569,27.61678031
Phoenix,2024/1/15 2:57,4.494186879,70.32659422,12.31479844,9.086894217
Philadelphia,2024/3/26 13:26,24.31382575,72.81515643,3.46233119,13.21765607
Los Angeles,2024/4/18 3:42,-8.134271371,41.65697018,4.375247406,25.78298987
Dallas,2024/4/21 3:20,35.40104103,31.59484574,6.875625835,19.76658298
Los Angeles,2024/3/28 3:45,-9.410436394,47.93769663,9.345713379,20.00350713
New York,2024/3/24 5:10,31.1717108,89.05100723,6.110233976,29.35332688
Los Angeles,2024/3/14 5:09,-4.539668158,57.9445003,8.876940608,6.362598794
Chicago,2024/2/16 9:31,11.15922517,34.6727111,5.387513488,14.53296219
New York,2024/3/3 18:01,1.148649777,60.40860959,4.094232309,28.41678622
Chicago,2024/3/31 2:38,18.09059057,69.24045623,0.197398798,19.42111923
Philadelphia,2024/2/2 17:19,-9.275750752,63.7051355,0.910771577,18.4350193
Los Angeles,2024/2/20 21:22,22.28826864,79.78518853,8.336223659,25.40969756
Chicago,2024/2/19 18:21,0.137151555,71.71199527,0.209017603,11.81190421
New York,2024/2/27 23:28,5.605345096,78.59141546,8.828389481,17.28805109
Phoenix,2024/3/20 14:15,12.45796007,75.34386753,0.686776696,15.11613318
Phoenix,2024/3/14 22:47,-0.645164339,47.73971697,7.200036476,13.74818339
San Antonio,2024/4/8 11:15,-1.984049171,56.78683496,2.448889004,15.69978904
Phoenix,2024/4/2 23:27,24.22325383,80.79445062,9.376979646,13.84277462
Phoenix,2024/5/8 1:00,12.24658687,59.16589495,2.258789105,0.825293393
New York,2024/2/21 6:57,8.489681179,33.92466296,9.581877774,13.57006441
New York,2024/5/11 19:53,36.23479762,37.36945382,8.823073033,12.82778884
Houston,2024/1/25 22:16,19.10256577,42.04247406,7.564668386,23.91152121
Chicago,2024/4/29 22:13,29.53973508,87.72629017,1.2679109,7.65346442
Houston,2024/1/29 10:31,14.40614205,42.00497599,8.576138746,4.109534324
Phoenix,2024/4/21 7:35,-1.30862701,84.81262696,0.822883916,12.38199428
San Jose,2024/3/6 17:49,35.22637446,89.70400264,4.703207089,25.20125602
Chicago,2024/2/6 5:23,5.774459903,37.55286844,9.415324899,27.47893237
San Antonio,2024/1/19 5:07,-4.16873408,77.61086233,2.114524627,28.14654043
San Diego,2024/1/4 8:49,35.90849323,41.04897512,3.750941105,1.206322997
Los Angeles,2024/5/11 13:57,24.97233347,49.53243592,3.629784314,19.85775145
Phoenix,2024/3/22 14:21,8.750791304,35.21829001,0.890136975,4.682899124
New York,2024/5/5 22:06,5.966566166,31.49620702,3.990180475,14.96531307
San Diego,2024/5/2 11:22,18.09522255,68.56119818,1.714708166,11.43588943
San Antonio,2024/2/16 22:16,29.42335751,48.30414278,7.551567165,4.016778015
San Jose,2024/2/13 0:02,13.52508214,83.03267398,5.481064606,13.64272341
San Antonio,2024/3/26 9:34,39.59531972,45.00888444,1.446786318,5.233097785
Houston,2024/3/27 10:02,8.500163871,61.96780803,0.242595096,27.81680413
San Diego,2024/2/24 9:34,39.89503052,41.04344485,1.271093318,16.65289693
Phoenix,2024/2/11 4:08,17.89231578,79.9282689,6.793131903,10.00693427
San Jose,2024/1/23 10:27,14.0613947,88.16493144,8.722422688,0.321170654
San Diego,2024/2/6 3:35,6.031645151,45.18406677,0.393433106,3.766670113
Phoenix,2024/2/6 10:49,18.58438517,81.26075317,8.979227117,28.77185112
New York,2024/5/3 10:58,33.6120672,62.94498403,4.932878313,20.73114769
Philadelphia,2024/1/29 5:42,21.32348455,73.09247621,9.444085845,3.197271236
San Jose,2024/1/23 2:02,4.447077975,82.46343502,3.654736968,1.370094989
New York,2024/2/25 23:16,37.76369821,84.69847434,1.728829039,9.497503501
Phoenix,2024/3/2 9:26,10.11926746,57.16337084,6.88992724,12.5178661
Philadelphia,2024/2/21 13:32,-5.310805273,84.52571464,5.412482241,14.57325871
Houston,2024/4/9 3:36,22.47505349,51.48749841,6.963326957,7.789617164
Houston,2024/3/30 18:38,9.63333661,60.53377514,0.368432064,22.81302598
Los Angeles,2024/3/14 15:28,4.670288636,83.9475708,1.163473932,18.68597977
Houston,2024/2/6 19:06,36.38169484,69.23235883,3.778928831,29.32860169
Phoenix,2024/4/6 12:14,1.495123373,33.24872481,3.088334918,25.79711798
San Diego,2024/5/13 17:59,13.86100288,53.50515992,1.628246163,23.32090302
Phoenix,2024/4/4 4:58,23.52280601,66.08144493,4.48151477,25.2863461
San Diego,2024/3/14 17:27,-3.33216687,33.37539798,3.594544782,9.977074815
San Antonio,2024/1/26 21:57,30.87381477,71.49037772,0.604738625,11.63982802
Philadelphia,2024/2/16 17:51,33.66652301,72.90259777,2.963921296,3.253840814
Houston,2024/1/30 3:51,39.24917598,79.80443291,0.762350919,27.19681342
San Diego,2024/1/21 0:56,-3.410856396,76.61340739,2.103351622,21.17965266
San Jose,2024/5/6 16:45,19.70584265,64.42837835,1.10658053,21.25933984
Philadelphia,2024/3/6 16:47,23.57033756,78.18440244,6.171141739,29.28938689
Philadelphia,2024/5/17 3:02,-8.2509972,81.72282633,5.448903174,9.614698723
San Jose,2024/2/23 16:53,30.0395751,51.16291732,0.51724848,24.14335989
Chicago,2024/5/16 22:07,9.369952097,64.72194443,1.969698491,8.111084787
Chicago,2024/1/10 0:59,14.14514187,82.81715456,5.889959987,27.5816346
San Jose,2024/3/9 2:51,24.9048985,49.91729355,0.081979354,6.863786999
Philadelphia,2024/5/12 9:54,17.71395526,39.93464379,2.083963982,3.23902613
Los Angeles,2024/5/11 15:05,18.65162585,62.77671889,6.296921016,20.48296876
Phoenix,2024/3/31 20:00,33.46185056,43.75375108,6.87200523,11.29627243
Phoenix,2024/1/17 5:37,16.21581147,84.72564768,12.39635417,19.51563967
New York,2024/4/23 22:32,-1.138748916,32.51581432,0.379837636,12.64327926
San Jose,2024/3/19 10:35,18.46877088,56.66487109,2.998425905,17.55222401
San Antonio,2024/2/12 18:35,16.59233036,63.37545865,3.546420404,7.328613032
Philadelphia,2024/3/5 6:44,-4.325966721,37.2689097,7.505896118,4.416769439
Chicago,2024/4/17 13:15,-2.200725243,87.80417421,3.414468626,13.2192016
Los Angeles,2024/4/6 6:02,24.42654651,83.27472487,3.366966578,11.94758075
San Jose,2024/1/10 16:05,7.993635738,33.45215833,0.602872841,14.10052974
Los Angeles,2024/4/10 23:52,31.84895532,70.83257594,0.698500386,13.57915047
Phoenix,2024/3/12 2:48,30.77582716,44.09402917,1.953970551,28.53763594
San Diego,2024/5/8 9:06,5.327701398,53.52305481,2.402250467,6.658932665
San Antonio,2024/1/4 14:50,35.38366799,89.19066371,1.078181336,29.99738591
San Diego,2024/3/13 15:29,32.18256904,71.68890621,6.666202388,11.43542609
San Diego,2024/5/11 23:17,21.6096139,71.67503208,2.024210359,14.08066359
Dallas,2024/2/14 22:27,-0.978758513,32.79211561,4.560813166,15.21721009
Phoenix,2024/2/23 11:53,-10.53352848,41.0135995,7.259350294,0.631808289
Los Angeles,2024/1/26 0:55,3.729437269,57.55145702,2.953935753,23.6384931
New York,2024/2/25 17:25,16.64250179,87.29179921,3.936180211,1.686511574
San Diego,2024/5/13 20:58,21.19057239,64.92707703,1.348083042,25.81554701
Los Angeles,2024/2/20 21:39,-7.282539516,78.08710784,0.167056724,22.87811459
Los Angeles,2024/1/6 14:04,-0.020008935,72.76811426,8.39005747,4.07817799
Los Angeles,2024/4/1 12:11,30.56221659,42.04362468,5.601658356,20.33327068
Houston,2024/5/10 6:20,38.08860826,42.84883747,8.3987453,23.52509018
Philadelphia,2024/3/7 16:35,26.73264974,32.75393178,4.513350921,1.052651213
San Antonio,2024/2/12 1:23,9.402346941,73.2756663,3.723759301,11.91308243
Phoenix,2024/5/5 21:06,35.90965439,47.09623487,3.814825416,29.9731554
San Diego,2024/5/16 9:03,16.28354598,83.42308926,6.693489196,12.61519436
San Jose,2024/1/30 11:13,14.46948189,84.62706109,8.799997062,13.71480163
Dallas,2024/5/18 16:13,3.883372449,84.54007682,0.072194681,23.98791908
New York,2024/2/28 10:11,0.452691668,45.3691192,8.430354338,0.186357554
Phoenix,2024/5/10 3:41,19.90153835,81.61631925,0.34571905,17.50650516
Houston,2024/1/15 18:35,13.32978879,32.08268538,5.450624698,24.51342882
San Diego,2024/2/11 13:09,7.293183457,61.01957798,5.177576427,12.2822783
Philadelphia,2024/1/9 12:37,12.62830838,68.48921444,2.194976647,18.88607048
New York,2024/5/8 15:20,-8.933886129,61.85881572,0.778090911,17.68056604
San Jose,2024/1/28 17:15,25.02599571,46.09645883,5.914646524,28.50213764
Philadelphia,2024/1/11 22:43,25.78418348,67.61989271,0.980846061,5.35166747
San Diego,2024/3/14 14:26,37.2539102,45.95053157,8.968940655,19.24112197
Houston,2024/4/11 1:58,-0.738702668,33.55689039,9.202929154,13.517278
Philadelphia,2024/2/16 13:36,9.935965175,63.02492104,7.897073303,1.725569986
Phoenix,2024/3/9 11:56,35.75290683,30.95109204,2.040702304,16.50232932
Phoenix,2024/1/18 22:21,22.34557561,67.01214132,4.743049944,24.66440042
Philadelphia,2024/1/20 1:27,10.65111647,52.96231491,3.698236578,4.384096942
San Jose,2024/2/27 14:25,-7.411242128,62.41252449,0.899769853,13.52189913
San Jose,2024/3/12 16:04,17.22962641,49.81337227,9.062023771,15.33513043
Chicago,2024/2/1 16:35,-1.022425147,43.83601931,7.062845281,24.38214801
Houston,2024/2/8 23:32,7.143166383,43.37789859,3.350408516,11.60347868
San Antonio,2024/2/25 6:00,25.60249219,40.40187548,9.588000255,16.82850458
Philadelphia,2024/2/23 14:20,30.90826871,70.77247696,3.647016118,20.27566915
San Antonio,2024/3/1 11:34,4.184483967,39.2025619,2.56180023,7.867031823
Dallas,2024/4/19 15:30,4.953082834,53.95391463,6.973795425,6.397084608
Philadelphia,2024/3/9 3:27,27.85524378,58.75971131,5.747124347,5.391310022
Phoenix,2024/4/14 21:14,38.83281454,75.43919143,4.45306804,21.6404807
Chicago,2024/4/23 14:48,20.37374288,87.26989459,6.577111112,19.53014729
San Diego,2024/1/4 10:49,6.018440412,59.1140171,7.993455737,15.86090058
New York,2024/1/26 10:17,-2.660800056,55.44635703,1.011280267,2.260058528
San Diego,2024/4/21 19:43,24.90771776,50.13318068,1.419862838,3.149163518
Los Angeles,2024/3/4 16:40,-5.278095632,31.57825853,1.517851051,11.70535494
Chicago,2024/4/24 17:28,37.21573835,60.58107399,4.392969633,18.6100542
Houston,2024/4/26 2:21,18.6599408,33.0875457,1.038440849,14.52414756
Houston,2024/2/15 7:29,17.67365928,35.51406103,6.503445714,23.17983609
Philadelphia,2024/3/15 13:50,-9.58898012,39.97173277,4.265534284,5.59214421
Phoenix,2024/1/21 2:10,30.09432617,72.37851063,8.959518407,2.563784433
Philadelphia,2024/2/24 0:55,30.07467251,59.4874163,0.030318791,4.259069363
Los Angeles,2024/4/2 18:12,-4.81287821,69.00693902,5.628590348,10.15500203
San Diego,2024/2/9 3:57,-1.685677632,87.75956231,7.394793258,28.86915372
Philadelphia,2024/1/15 18:23,-7.924829963,67.01802673,2.182230519,12.83386634
Chicago,2024/3/12 15:59,33.88731844,32.08484238,2.852382423,5.272348079
Los Angeles,2024/5/8 1:34,13.65206688,69.85519252,0.375442127,12.39258679
Dallas,2024/3/26 15:00,8.136699894,50.36132394,2.855287138,19.40157536
San Jose,2024/1/11 19:36,3.448511659,68.48241021,1.87145996,5.153510631
San Antonio,2024/2/27 2:20,8.890316479,64.82015665,7.93137693,0.193761384
Phoenix,2024/4/1 19:31,2.980631829,39.06935529,7.498327732,25.58409201
Philadelphia,2024/5/18 6:28,-8.989567555,32.66268617,9.498684442,11.52429993
San Diego,2024/3/26 9:33,39.19872277,55.53871302,2.444008296,16.33862449
New York,2024/2/21 19:08,25.59098995,89.64109419,2.326432334,27.99143141
Philadelphia,2024/5/10 11:21,29.06522723,78.88278437,0.967279602,6.157686823
Philadelphia,2024/1/22 19:25,2.234905491,34.17546472,4.500271998,19.31365686
Los Angeles,2024/4/25 23:32,-2.026852852,74.43976807,0.143910318,29.83420875
San Jose,2024/2/11 9:35,29.24938065,89.01384054,0.597300405,3.518370517
San Jose,2024/5/6 16:34,8.153433707,71.21729384,4.800703829,21.69035988
Houston,2024/2/7 15:09,38.41664591,72.47439965,1.831712145,18.51483164
Philadelphia,2024/4/9 11:38,3.493368321,50.94483506,7.875952583,3.244660828
New York,2024/4/24 10:52,30.05794455,47.43602579,6.589995954,11.84430932
Chicago,2024/1/6 2:34,-8.951002446,44.67648915,6.47876062,10.7377484
New York,2024/3/1 8:22,30.88687683,51.46331354,4.648295782,17.17148086
Chicago,2024/3/25 19:42,32.6161133,86.45207474,4.553261049,15.55020559
Phoenix,2024/4/15 23:34,32.86754936,73.7126883,9.150995677,10.76240712
Chicago,2024/3/11 3:22,13.77069838,47.5975997,6.850921555,24.54631058
Los Angeles,2024/1/23 14:06,21.27740557,88.15584392,4.648412863,25.93983973
Dallas,2024/4/25 1:43,-8.277753803,69.40102409,5.963962429,24.79877312
San Antonio,2024/3/28 18:22,14.72173533,86.9808996,2.834975063,24.33039154
Houston,2024/2/24 6:51,39.75929705,86.22661152,7.56176259,29.59079951
Phoenix,2024/2/6 11:05,27.17466907,72.35027003,9.699787793,12.76359726
Chicago,2024/4/23 11:07,-7.831694549,46.31320648,7.75519055,7.724765208
Chicago,2024/1/1 11:40,37.66167004,48.82689123,9.732173816,10.91775209
San Diego,2024/5/11 5:26,17.30989257,48.62889119,4.08803056,17.72739005
