user,activity,timestamp,x-axis,y-axis,z-axis,Date,Total_Distance,Very_Active_Distance,Moderately_Active_Distance,Light_Active_Distance,Sedentary_Active_Distance,Very_Active_Minutes,Fairly_Active_Minutes,Lightly_Active_Minutes,Sedentary_Minutes,Steps,Calories_Burned
34,Jogging,9.60E+11,-0.61,19.46,-2.37,4/14/2016,6.739999771,2.440000057,0.400000006,3.910000086,0,30,11,181,1218,10460,1776
13,Upstairs,3.03E+12,0.19,9.66,1.2258313,4/21/2016,5.320000172,0.119999997,0.519999981,4.679999828,0,2,13,308,1117,8054,2062
10,Jogging,4.59E+12,-11.07,-10,-9.58,5/10/2016,10.78999996,7.110000134,1.200000048,2.450000048,0,72,23,106,1182,14433,2800
21,Jogging,1.18E+14,3.34,13.8,-0.53,4/17/2016,8.869999886,0,0.07,8.789999962,0,58,15,307,1060,15118,3545
20,Downstairs,2.86E+12,0.34,14.86,10.18802,5/6/2016,5.630000114,0.079999998,0.660000026,4.869999886,0,1,16,207,682,6943,2859
21,Walking,1.18E+14,4.18,9.47,2.53,4/17/2016,6.480000019,3.190000057,0.779999971,2.50999999,0,38,20,164,539,9705,1728
13,Upstairs,2.77E+12,-0.89,2.41,6.5513873,5/5/2016,1.610000014,0,0,1.580000043,0.02,0,0,117,1323,2470,1370
13,Walking,1.95E+12,-1.18,0.57,-2.6014864,5/10/2016,7.920000076,0.810000002,0.649999976,6.460000038,0,13,14,267,648,10299,3061
5,Walking,1.44E+12,4.56,7.67,-0.42223078,5/7/2016,5.539999962,0,0,5.539999962,0,0,0,412,456,7336,2469
3,Upstairs,1.03E+14,-12.79,18.35,6.28,4/30/2016,8.229999542,0.319999993,2.029999971,5.880000114,0,4,36,263,728,10144,3115
3,Walking,1.02E+14,11.8,7.7,-0.08,4/23/2016,6.260000229,2.089999914,1.039999962,3.130000114,0,30,26,191,1193,9282,2132
29,Walking,7.40E+12,8.73,10.08,2.982856,4/17/2016,2.99000001,0.140000001,0.25999999,2.589999914,0,2,8,199,1231,4525,1793
31,Jogging,2.33E+13,-19.19,19.31,-0.93,4/14/2016,15.97000027,12.34000015,0.209999993,3.359999895,0,119,5,193,1123,20159,3411
36,Upstairs,1.45E+13,0.53,8.43,3.173541,4/15/2016,7.179999828,0,0,7.170000076,0.01,0,0,328,1112,9501,2896
24,Jogging,1.54E+13,-3.11,-14.86,4.48,5/12/2016,5.510000229,0,0,5.510000229,0,0,0,343,330,8891,1364
25,Walking,7.75E+12,0.8,8.73,-3.95,5/11/2016,3.039999962,1.830000043,0.300000012,0.889999986,0,45,15,63,257,4038,1665
30,Upstairs,9.65E+11,-13.33,-0.42,-4.44,5/2/2016,1.169999957,0,0,1.169999957,0,0,0,101,916,1831,2015
22,Jogging,1.06E+12,-1.88,0.34,1.46,4/16/2016,8.890000343,5.369999886,1.070000052,2.440000057,0,64,21,142,563,11207,3363
27,Walking,1.06E+13,3.11,11.14,5.366417,5/8/2016,2.329999924,0,0,2.329999924,0,0,0,139,621,2943,2685
10,Jogging,3.88E+12,-8.5,15.55,-0.15,5/7/2016,7.710000038,2.460000038,2.119999886,3.130000114,0,37,46,175,833,11992,1821
20,Downstairs,2.90E+12,3.21,8.73,3.405087,5/4/2016,1.679999948,0,0,1.659999967,0.02,0,0,52,1388,2309,2222
14,Walking,5.93E+13,0.89,5.98,4.06,4/22/2016,8.130000114,4.760000229,1.120000005,2.24000001,0,66,27,130,1217,12764,1827
19,Jogging,1.30E+14,-18.66,16.04,-0.69,4/27/2016,0,0,0,0,0,0,0,0,1440,0,1980
34,Walking,5.59E+11,4.21,10.65,-3.76,4/27/2016,5.039999962,0,0.419999987,4.619999886,0,0,10,176,714,7193,1377
18,Upstairs,3.37E+13,3.34,17.2,-4.440233,4/22/2016,9.340000153,3.299999952,1.110000014,4.920000076,0,77,25,220,945,12139,3544
4,Downstairs,3.35E+12,3.15,0.84,2.22,5/9/2016,7.570000172,0.430000007,1.620000005,5.519999981,0,6,30,339,1065,11451,2223
25,Walking,7.55E+12,-16.82,17.73,-12.15,4/28/2016,7.75,1.289999962,0.430000007,6.03000021,0,19,9,234,878,10074,2969
3,Jogging,1.01E+14,5.05,-0.3,-3.83,5/8/2016,0,0,0,0,0,0,0,0,1440,0,1347
28,Walking,1.54E+12,0.89,9.08,0.6946377,5/9/2016,7.699999809,5.760000229,0.170000002,1.730000019,0,66,4,110,1260,9877,2947
13,Walking,1.96E+12,-2.56,10.99,-2.3018389,5/8/2016,9.090000153,0.680000007,5.239999771,3.170000076,0,9,116,171,688,13585,1633
29,Walking,7.25E+12,3.53,8.16,-3.3642259,5/11/2016,8.130000114,2.559999943,1.00999999,4.550000191,0,36,23,251,669,12770,1783
21,Walking,1.18E+14,-5.18,3.99,2.26,5/6/2016,1.120000005,0,0,1.120000005,0.01,0,0,102,1338,1727,1341
33,Walking,1.13E+13,-0.08,11.99,12.14935,4/25/2016,2.269999981,0,0,2.269999981,0,0,0,179,916,3385,2070
16,Walking,5.83E+12,7.55,4.67,-1.4165162,4/12/2016,5.980000019,3.059999943,0.910000026,2.00999999,0,44,19,131,777,8856,1450
3,Jogging,1.01E+14,-0.76,3.53,7.7,5/6/2016,0,0,0,0,0,0,0,0,1440,0,1688
14,Upstairs,5.83E+13,4.6,3.34,-0.91,5/9/2016,6.650000095,1.269999981,0.660000026,4.71999979,0,71,13,171,772,8382,3721
29,Walking,7.27E+12,8.66,2.53,3.0237172,4/23/2016,7.710000038,0,0,7.710000038,0,0,0,432,458,12357,1916
12,Jogging,1.76E+13,-1.57,17.54,14.37,4/13/2016,4.349999905,0.150000006,0.970000029,3.230000019,0,2,23,163,1252,5571,2654
5,Sitting,3.06E+12,3.76,2.72,2.4516625,5/1/2016,4.460000038,0.239999995,0.99000001,3.230000019,0,3,24,146,908,6132,2696
15,Walking,1.31E+12,8.69,4.71,0.19068487,4/14/2016,10.56000042,5.619999886,1.029999971,3.910000086,0,123,21,174,699,13318,4163
32,Walking,2.37E+13,-1.5,4.44,-2.4925237,5/9/2016,6.960000038,0.140000001,0.560000002,6.25,0,2,14,374,490,10378,2345
2,Walking,8.26E+12,-3.87,7.55,-1.84,4/25/2016,4.78000021,1.350000024,0.670000017,2.75999999,0,61,38,214,743,6393,3374
23,Jogging,7.29E+11,-0.57,3.34,-0.19,5/1/2016,9.06000042,6.03000021,0.560000002,2.470000029,0,71,10,127,669,11419,3369
19,Walking,1.30E+14,4.21,3.99,-0.57,4/18/2016,10.81000042,5.050000191,0.560000002,5.199999809,0,117,10,174,720,13630,4157
20,Downstairs,2.51E+12,-2.22,4.06,0.46309182,4/17/2016,1.519999981,0,0,1.519999981,0,0,0,114,1219,2268,1933
23,Walking,2.13E+11,-2.26,14.56,-0.61,5/1/2016,2.279999971,0,0,2.279999971,0,0,0,191,716,3609,1447
31,Jogging,2.40E+13,1.88,5.9,-5.22,5/8/2016,3.450000048,0,0,3.450000048,0,0,0,258,610,5528,1555
6,Walking,3.50E+12,18.62,18.5,7.1234417,4/22/2016,2.599999905,0.050000001,0.280000001,2.269999981,0,1,20,195,817,4068,2419
25,Jogging,8.56E+12,-4.21,19.57,0.72,5/1/2016,1.779999971,0.479999989,0.620000005,0.680000007,0,9,34,50,1347,2487,2319
19,Jogging,1.30E+14,-11.14,-3.11,-0.5,4/27/2016,5.420000076,1.580000043,0.629999995,3.190000057,0.01,24,13,346,1057,7904,2095
27,Downstairs,1.23E+13,-1.27,9,-3.9090397,5/4/2016,1.460000038,0,0,1.460000038,0,0,0,129,848,2283,2067
2,Walking,8.15E+12,-8.85,11.84,-1.88,5/5/2016,9.510000229,3.430000067,1.659999967,4.429999828,0,44,29,241,692,14331,2156
2,Walking,8.13E+12,-8.08,10.04,-4.29,4/19/2016,5.989999771,0,0,5.989999771,0,0,0,311,604,8925,2200
31,Walking,2.28E+13,-0.69,8.47,-0.53,4/23/2016,3.420000076,0,0,3.420000076,0,0,0,242,1129,5079,1804
31,Walking,2.28E+13,-5.98,9.58,1.04,4/16/2016,6.139999866,0.430000007,3.269999981,2.450000048,0,6,51,115,1268,9256,1880
20,Sitting,5.93E+13,-4.75,3.06,8.28,4/25/2016,9.970000267,0.730000019,1.399999976,7.840000153,0,11,31,301,1054,12961,3288
29,Jogging,7.74E+12,13.53,19.57,3.636633,4/12/2016,6.739999771,3.400000095,0.829999983,2.50999999,0,50,14,189,796,10199,1994
26,Walking,4.81E+11,14.37,3.83,2.37,4/23/2016,4.53000021,1.519999981,0.519999981,2.480000019,0,19,10,136,740,5709,2908
3,Jogging,1.02E+14,2.72,-2.22,6.02,5/2/2016,3.640000105,0,0,3.559999943,0,0,0,105,1335,4790,2189
12,Jogging,1.82E+13,-4.1,6.24,2.22,5/10/2016,1.929999948,0,0,1.919999957,0.01,0,0,139,1301,2969,1393
31,Jogging,2.35E+13,-0.42,-1.46,-1.8,4/19/2016,3.569999933,0.050000001,0.360000014,3.160000086,0,1,9,248,1182,5401,1876
26,Walking,3.56E+11,7.27,9.47,-4.99,4/28/2016,3.75999999,0,0,3.75999999,0,0,0,385,1055,5512,1972
10,Walking,4.24E+12,-4.86,0.93,-3.87,4/24/2016,1.539999962,0.769999981,0.620000005,0.150000006,0,11,18,11,1400,2153,2053
6,Upstairs,4.03E+12,0.95,10.5,-2.982856,5/12/2016,0,0,0,0,0,0,0,0,1440,0,0
35,Jogging,1.42E+12,-3.72,-14.94,-3.718355,5/4/2016,11.14999962,8.819999695,0.400000006,1.909999967,0,89,8,123,1220,14581,2918
34,Jogging,1.72E+12,-4.44,1.12,1.5,4/19/2016,9.880000114,3.529999971,1.320000052,5.03000021,0,50,31,264,775,15506,2035
31,Sitting,2.49E+13,0.84,-0.15,9.72,4/13/2016,8.5,2.99000001,0.100000001,5.409999847,0,43,5,292,1100,12024,2601
34,Walking,3.32E+11,5.48,5.22,-1.99,4/29/2016,7.099999905,0.800000012,0.889999986,5.420000076,0,13,16,236,1175,9232,2979
32,Sitting,2.52E+12,8.16,-2.34,3.99,5/7/2016,8.479999542,1.460000038,2.329999924,4.679999828,0,20,42,209,621,12827,2739
30,Downstairs,1.41E+12,6.55,-1.23,-4.56,4/23/2016,12.27000046,0.75999999,3.24000001,8.270000458,0,9,66,408,469,15126,3691
21,Downstairs,1.19E+14,0.84,6.85,2.87,5/2/2016,9.180000305,4.639999866,0.699999988,3.829999924,0,64,14,250,1112,13041,2642
32,Jogging,2.40E+13,-3.98,-16.36,-4.862464,5/7/2016,11.64999962,0.370000005,2.309999943,8.970000267,0,5,46,439,577,14370,3683
8,Walking,1.11E+14,7.01,7.01,-2.37,4/17/2016,0.430000007,0,0,0.430000007,0,0,0,46,943,655,1397
30,Standing,1.60E+12,3.49,9.28,1.33,5/5/2016,5.599999905,1.779999971,0.829999983,2.950000048,0,24,14,149,1253,8564,2386
30,Upstairs,9.35E+11,-9.85,2.68,0.42,4/23/2016,3.359999895,0.159999996,0.439999998,2.75,0,8,45,232,795,5245,2748
22,Downstairs,1.98E+12,-1.88,8.77,-2.07,4/25/2016,0,0,0,0,0,0,0,0,1440,0,1980
7,Walking,2.08E+14,4.14,5.63,-1.12,5/3/2016,1.549999952,0,0,1.549999952,0,0,0,156,739,2421,2297
22,Walking,7.96E+11,4.21,9.3,0.57,4/21/2016,8.06000042,2.950000048,2.160000086,2.960000038,0,47,42,177,801,12346,2066
22,Walking,9.06E+11,0,7.67,-0.76,4/16/2016,2.650000095,0,0,2.650000095,0,0,0,225,716,3945,2180
27,Sitting,1.24E+13,3.21,9.23,1.0760075,4/22/2016,6.78000021,0.289999992,2.410000086,4.079999924,0,4,54,212,1170,8687,2944
13,Jogging,2.41E+12,2.83,19.57,13.824653,5/7/2016,3.589999914,2.130000114,0.189999998,1.25,0,26,4,108,866,5183,2123
24,Jogging,1.52E+13,-1.14,-5.63,-2.11,4/24/2016,2.809999943,0,0,2.799999952,0,0,0,204,1236,4165,1725
20,Sitting,5.88E+13,-1.33,3.49,9.47,4/21/2016,6.070000172,1.149999976,0.25999999,4.639999866,0.01,18,9,376,1037,8857,2124
13,Upstairs,3.38E+12,0.27,13.33,-0.84446156,4/16/2016,8.739999771,3.660000086,0.189999998,4.880000114,0,50,3,280,741,13217,2173
34,Walking,6.16E+11,15.21,19.31,9.19,5/9/2016,6.619999886,0,0,6.599999905,0,0,0,401,543,10685,1869
21,Downstairs,1.19E+14,3.36,-1.84,3.11,4/29/2016,2.309999943,0,0,2.309999943,0,0,0,120,1193,3176,2498
33,Upstairs,5.01E+13,-3.445948,13.824653,3.759216,5/7/2016,1.039999962,0,0,1.039999962,0,0,0,48,1392,1510,2229
31,Jogging,2.41E+13,13.29,16.97,-2.68,4/14/2016,5.110000134,0.319999993,0.970000029,3.819999933,0,5,23,214,801,7641,1433
8,Jogging,1.11E+14,-19.27,-12.83,-8.54,5/11/2016,19.55999947,13.22000027,0.409999996,5.889999866,0,88,12,213,1127,21420,3832
4,Jogging,2.99E+12,1.92,-3.17,3.21,4/12/2016,3.24000001,0,0,3.230000019,0.01,0,0,280,1160,4747,1788
24,Downstairs,1.59E+13,1.12,6.32,-1.18,4/17/2016,3.579999924,0,0,3.579999924,0,0,0,201,721,4660,2572
35,Walking,1.12E+12,6.47,10.69,-0.08172209,4/23/2016,5.070000172,1.399999976,0.079999998,3.579999924,0,20,2,303,1115,7396,1995
19,Jogging,1.30E+14,-6.66,9.66,-1.88,4/22/2016,0.100000001,0,0,0.100000001,0,0,0,10,1430,149,2093
15,Walking,1.29E+12,1.92,5.67,0.7218784,4/21/2016,5.300000191,0.310000002,2.049999952,2.940000057,0,4,41,144,901,6530,2729
36,Upstairs,1.43E+13,-1.31,9,2.7921712,4/13/2016,3.789999962,0.319999993,0.219999999,3.25,0,15,11,144,776,5077,2551
18,Sitting,3.30E+11,5.48,1.73,8.47,4/15/2016,2.950000048,0.209999993,0.25999999,2.440000057,0,3,6,88,873,3984,1527
7,Jogging,2.08E+14,-11.69,9.72,-9.11,4/13/2016,5.579999924,0,0,5.579999924,0,0,0,258,777,6877,2898
31,Walking,2.38E+13,-2.56,14.56,14.4,4/20/2016,7.71999979,3.769999981,1.74000001,2.220000029,0,70,113,178,1079,10771,3727
20,Sitting,5.92E+13,-1.12,3.95,9.3,4/28/2016,4.820000172,0,1.200000048,3.609999895,0,0,28,203,1209,6174,2757
18,Walking,1.89E+13,-2.26,18.62,6.1291566,5/10/2016,0,0,0,0,0,0,0,0,1440,0,0
17,Jogging,5.84E+13,8.471856,14.410328,1.2258313,4/27/2016,6.880000114,1.139999986,1,4.739999771,0,16,16,206,745,10538,1922
36,Downstairs,1.47E+13,-1.38,9.53,-0.040861044,5/10/2016,6.369999886,0.209999993,0.460000008,5.699999809,0,3,12,329,555,9487,2260
29,Jogging,8.44E+12,1.46,18.47,-6.3607025,4/17/2016,6.96999979,0.699999988,2.349999905,3.920000076,0,11,58,205,600,10415,1529
24,Jogging,1.52E+13,19.5,-2.11,-1.84,4/30/2016,12.90999985,0.939999998,1.399999976,10.56999969,0,13,23,361,1043,18387,2732
32,Walking,2.35E+13,-0.08,3.38,-4.8216033,4/25/2016,15.68999958,11.36999989,0.460000008,3.859999895,0,118,9,209,1104,20500,3403
21,Upstairs,1.19E+14,0.69,-4.21,2.14,4/13/2016,9.819999695,4.960000038,0.649999976,4.210000038,0,116,14,169,680,12386,4079
12,Downstairs,1.93E+13,-10.34,12.15,-2.91,4/28/2016,0,0,0,0,0,0,0,0,1440,0,1980
13,Walking,1.18E+12,-0.53,8.73,0.92618364,5/10/2016,5.21999979,0.660000026,0.639999986,3.920000076,0,63,13,152,840,6582,3586
1,Jogging,6.05E+12,10.65,12.87,3.41,5/10/2016,6.659999847,0.879999995,0.810000002,4.96999979,0.01,12,19,155,1254,9167,2799
11,Walking,1.71E+12,-4.71,9.38,-2.4516625,4/12/2016,1.639999986,0,0,1.639999986,0,0,0,116,831,2564,2044
20,Downstairs,2.51E+12,-3.53,15.28,6.66035,5/9/2016,9.390000343,2.119999886,1.629999995,5.639999866,0,35,47,297,1061,13379,2709
13,Standing,9.23E+11,-4.9,8.5,-0.08,4/21/2016,5.980000019,0.129999995,0.370000005,5.46999979,0.01,2,10,371,1057,8859,1970
6,Walking,3.84E+12,14.14,18.96,9.425281,5/3/2016,6.909999847,1.340000033,1.059999943,4.5,0,71,20,195,822,8712,3784
24,Jogging,1.53E+13,-1.42,-5.56,2.68,4/19/2016,8.180000305,0.360000014,2.529999971,5.300000191,0,5,58,278,1099,11256,3300
17,Upstairs,3.47E+13,0.72,9.19,-3.11,5/8/2016,5.539999962,2.900000095,0,2.640000105,0,46,0,326,1068,8168,2096
8,Jogging,1.11E+14,-5.67,-9.11,10.65,4/20/2016,0,0,0,0,0,0,0,0,1440,0,2063
23,Upstairs,1.97E+12,-0.95,13.21,0.08,4/16/2016,4.730000019,0,0,4.699999809,0.029999999,0,0,356,1084,6905,1908
32,Walking,2.35E+13,-1.73,8.24,-0.8036005,5/1/2016,0,0,0,0,0,0,0,0,1440,0,1980
11,Jogging,5.69E+13,-1.8,3.21,-6.17,5/3/2016,0.920000017,0.730000019,0,0.180000007,0,10,0,17,1413,1326,2195
10,Walking,4.25E+12,-1.18,7.35,-1.5,4/24/2016,1.450000048,0.07,0.239999995,1.139999986,0,1,6,75,1358,2090,2324
6,Jogging,2.91E+12,9.53,6.63,5.2165933,4/22/2016,9.329999924,4.429999828,0.419999987,4.46999979,0,52,10,273,1105,12954,2638
7,Jogging,2.08E+14,-12.26,19.8,-6.05,5/10/2016,7.769999981,3.349999905,1.159999967,3.25999999,0,46,31,214,746,12207,1859
31,Jogging,2.42E+13,13.14,2.98,-1.95,5/3/2016,7.670000076,0,0,7.670000076,0,0,0,313,729,9454,3145
1,Walking,5.94E+12,-3.6,18.81,1.14,4/20/2016,4.480000019,0,0,4.480000019,0,0,0,327,623,7222,1667
21,Upstairs,1.19E+14,0.95,5.28,9.34,5/3/2016,0,0,0,0,0,0,0,0,1440,0,1496
13,Upstairs,2.81E+12,-2.45,13.1,4.0180025,4/12/2016,0,0,0,0,0,0,0,0,1440,0,1496
31,Walking,2.28E+13,2.72,14.29,-0.31,4/27/2016,7.130000114,1.039999962,0.970000029,5.119999886,0,19,20,282,1119,10159,2463
20,Sitting,5.87E+13,-0.04,4.21,9.11,4/20/2016,8.119999886,1.100000024,1.720000029,5.289999962,0,19,42,228,696,10553,3083
34,Walking,1.22E+12,2.87,-2.03,-2.03,4/29/2016,0,0,0,0,0,0,0,0,1440,0,2063
13,Upstairs,2.99E+12,-0.08,10.53,-0.84446156,5/1/2016,7.400000095,1.940000057,0.959999979,4.5,0,25,28,245,1142,10538,2380
2,Walking,9.98E+12,-6.36,3.79,-4.9,4/18/2016,8.590000153,3.25,0.639999986,4.710000038,0,42,16,233,1149,13019,1921
28,Walking,2.10E+12,2.91,8.47,0.23154591,4/16/2016,10.90999985,0.579999983,0.850000024,9.479999542,0,7,15,518,502,14450,2828
22,Jogging,1.32E+12,10.23,15.47,0.65,5/7/2016,15.67000008,12.43999958,0.879999995,2.349999905,0,121,20,148,1076,19769,3331
21,Jogging,1.18E+14,-3.02,-7.82,-4.02,4/23/2016,4.829999924,0,0.579999983,4.25,0,0,15,160,1265,6637,2677
20,Standing,5.98E+13,-1.33,9.66,1.65,4/15/2016,0.920000017,0,0,0.920000017,0,0,0,58,976,1282,2127
24,Downstairs,1.58E+13,14.56,16.7,-0.57,5/1/2016,3.75,0,0,3.75,0,0,0,237,1142,5600,2225
8,Walking,1.11E+14,-1.12,7.44,-2.26,4/23/2016,2.690000057,0,0,2.680000067,0,0,0,272,443,4112,1776
3,Sitting,1.02E+14,1.53,0.23,9.7,5/4/2016,1.24000001,0,0,1.24000001,0,0,0,87,1353,1786,2338
22,Walking,8.82E+11,5.94,7.78,1.57,4/19/2016,7.289999962,3.529999971,1.230000019,2.50999999,0,67,69,124,671,10688,2944
3,Walking,1.02E+14,0.89,5.37,-3.34,4/30/2016,3.079999924,0,0,3.069999933,0,0,0,234,1206,4571,1779
24,Jogging,1.52E+13,-6.32,-19.61,5.75,4/16/2016,3.410000086,0,0,3.400000095,0,0,0,195,1245,5057,1724
28,Downstairs,2.97E+12,-0.95,11.18,4.2086873,4/25/2016,7.190000057,2.930000067,0.569999993,3.690000057,0,51,11,201,732,10946,2033
19,Jogging,1.30E+14,-1.99,-7.55,-5.41,4/30/2016,9.640000343,0.699999988,2,6.940000057,0,14,43,300,537,12533,3283
15,Walking,1.28E+12,7.31,13.57,-2.982856,4/21/2016,0,0,0,0,0,0,0,0,1440,0,2064
22,Jogging,1.13E+12,3.21,1.84,-1.08,4/14/2016,6.369999886,0,0,6.369999886,0,0,0,271,772,7860,2984
13,Walking,2.04E+12,0.31,9.28,8.539958,5/7/2016,4.400000095,0,0,3.579999924,0,0,0,184,1256,6132,2975
14,Jogging,5.99E+13,5.63,-1.27,-2.3,4/12/2016,2.74000001,0.189999998,0.349999994,2.200000048,0,3,8,181,706,4414,1459
26,Upstairs,1.91E+12,-3.91,11.03,1.73,4/22/2016,2.619999886,0,0,2.599999905,0,0,0,199,1241,4026,1470
13,Walking,1.18E+12,-0.11,9.19,-2.982856,4/30/2016,0,0,0,0,0,0,0,0,1440,0,0
10,Walking,4.39E+12,-3.45,13.59,6.66,4/28/2016,4.570000172,0,0,4.559999943,0,0,0,302,1138,6907,1992
23,Jogging,1.23E+12,13.18,19.57,-5.24,5/3/2016,5.179999828,2.480000019,0.109999999,2.579999924,0,30,2,233,725,7502,2421
10,Downstairs,5.01E+12,0.5,9.51,0.46,5/7/2016,1.370000005,0,0,1.370000005,0,0,0,182,1258,2104,1474
21,Downstairs,1.19E+14,-6.97,14.56,0.38,4/17/2016,0.01,0,0,0.01,0,0,0,2,1438,16,1990
6,Walking,3.37E+12,-0.3,4.99,-2.6423476,4/12/2016,5.199999809,0,0,0,0,0,0,0,1440,7753,2115
1,Jogging,6.28E+12,-18.2,-5.05,3.49,5/4/2016,6.619999886,0.340000004,0.730000019,5.539999962,0,4,15,251,757,8161,3004
15,Jogging,6.24E+11,-7.5,-0.34,-2.9556155,5/6/2016,8.029999733,1.970000029,0.25,5.809999943,0,24,6,289,754,12159,1896
33,Downstairs,5.00E+13,-0.42223078,6.1291566,2.5606253,5/12/2016,0.01,0,0,0.01,0,0,0,2,0,17,257
25,Jogging,8.61E+12,14.56,16.09,7.12,4/29/2016,5.349999905,0.140000001,0.280000001,4.929999828,0,6,14,380,634,8360,3101
34,Jogging,9.60E+11,-5.43,-7.7,1.69,4/20/2016,3.170000076,0,0,3.170000076,0,0,0,222,1218,4803,1788
20,Jogging,1.54E+12,-0.89,11.54,5.938472,5/4/2016,9.43999958,1.809999943,4.579999924,2.890000105,0,14,96,142,852,13559,1628
18,Walking,1.83E+13,14.94,12.83,-5.938472,5/2/2016,4.929999828,0.860000014,0.589999974,3.470000029,0,7,6,166,1261,7155,1497
8,Sitting,1.12E+14,-0.76,-1.65,9.47,4/23/2016,4.550000191,0.340000004,0.200000003,4.010000229,0,5,5,308,1122,6890,2085
4,Walking,2.81E+12,4.82,11.99,-4.48,4/25/2016,3.50999999,1.470000029,0.239999995,1.809999943,0,18,6,122,1294,4503,2547
36,Downstairs,1.43E+13,-0.5,6.51,1.3075534,5/8/2016,0,0,0,0,0,0,0,0,1440,0,1819
3,Walking,1.01E+14,-0.31,12.37,1.76,4/29/2016,0.029999999,0,0,0.029999999,0,0,0,4,2,42,403
34,Walking,1.24E+12,2.68,10.84,-8.16,4/24/2016,17.95000076,13.13000011,1.549999952,3.25999999,0,129,33,182,1096,22988,3577
7,Walking,2.08E+14,-1.18,1.76,-2.11,4/18/2016,5.949999809,2,0.769999981,3.170000076,0,30,31,146,1233,8294,2798
10,Downstairs,5.42E+12,-1.38,9.19,-0.08,4/22/2016,4.579999924,0,0,4.579999924,0,0,0,317,706,6831,2432
36,Jogging,1.37E+13,-0.8,19.57,-0.95342433,5/8/2016,2.769999981,0,0.519999981,2.25,0,0,14,151,709,4188,1659
10,Jogging,3.92E+12,-3.41,-2.37,-6.55,4/30/2016,9.25,3.559999943,1.419999957,4.269999981,0,52,34,217,712,14673,1947
17,Jogging,5.84E+13,4.4810944,2.7649305,-2.9556155,4/20/2016,9.550000191,4.28000021,0.189999998,5.090000153,0,48,4,297,639,13928,2174
26,Walking,3.38E+11,4.82,5.86,-4.02,5/9/2016,6.679999828,0,0.569999993,6.099999905,0,0,12,253,746,8232,2990
10,Jogging,4.71E+12,10.12,4.6,11.41,4/25/2016,6.820000172,3.75,0.699999988,2.369999886,0,69,39,129,706,10091,2752
10,Jogging,3.81E+12,7.16,6.32,1.54,5/3/2016,9.340000153,0.720000029,4.090000153,4.539999962,0,10,94,221,1115,12850,3324
26,Downstairs,2.23E+12,-3.17,8.96,-1.18,5/12/2016,1.929999948,0,0,1.919999957,0.01,0,0,107,890,2971,1002
32,Walking,2.38E+13,5.18,9.96,-2.0294318,4/19/2016,5.369999886,0,0,5.360000134,0,0,0,389,1051,7948,1956
17,Walking,3.51E+13,3.15,16.25,-0.8,5/2/2016,5.059999943,0,0.209999993,4.829999924,0.02,0,7,334,1099,7525,1878
30,Walking,6.40E+11,18.85,-12.53,4.06,4/26/2016,0,0,0,0,0,0,0,0,1440,0,1980
11,Jogging,5.67E+13,-7.86,13.76,0.84,4/20/2016,0,0,0,0,0,0,0,0,1440,0,1980
3,Sitting,1.02E+14,1.38,0,9.62,4/18/2016,4.239999771,2,0.289999992,1.950000048,0,25,6,162,1247,6155,2248
6,Jogging,3.12E+12,-5.09,0.5,9.152874,4/25/2016,4.949999809,0,0,4.949999809,0,0,0,359,1081,7373,1907
23,Downstairs,1.78E+12,0.76,11.26,1.14,4/24/2016,6.409999847,2.920000076,0.209999993,3.279999971,0,39,5,238,709,10039,1788
20,Standing,5.96E+13,-1.04,9.7,2.96,5/10/2016,8.979999542,2.220000029,1.210000038,5.559999943,0,57,28,271,1084,12798,2797
27,Walking,1.05E+13,2.72,13.14,5.134871,5/4/2016,7.349999905,0.670000017,1.039999962,5.579999924,0,13,46,346,531,10252,3879
18,Walking,1.83E+13,-6.89,2.53,-6.510526,4/24/2016,7.880000114,1.080000043,0.50999999,6.300000191,0,14,8,239,584,10243,2885
33,Walking,1.07E+13,-0.89,12.53,1.1849703,4/21/2016,8.090000153,3.650000095,1.659999967,2.779999971,0,110,74,175,670,10830,4018
34,Standing,1.95E+12,3.53,9.23,-2.22,4/19/2016,4.039999962,0,0.379999995,3.660000086,0,0,11,228,1201,5997,1811
13,Standing,8.75E+11,-4.67,8.77,-0.15,4/12/2016,7.570000172,1.370000005,0.790000021,5.409999847,0,19,13,277,767,11596,2026
29,Jogging,7.56E+12,-4.02,0.93,-3.5276701,4/13/2016,2.910000086,1.110000014,0.579999983,1.220000029,0,17,18,85,1053,4053,2400
8,Standing,1.13E+14,-7.01,6.7,1.42,5/3/2016,9.789999962,1.129999995,0.779999971,7.880000114,0,18,18,306,984,12727,3290
4,Sitting,3.68E+12,-7.4,-3.91,-5.18,4/17/2016,5.389999866,0,0,5.389999866,0,0,0,305,1135,8059,2383
17,Upstairs,3.45E+13,-0.61,11.37,0.15,5/4/2016,3.890000105,1.559999943,0.25,2.079999924,0,25,9,141,631,5206,2755
13,Jogging,2.43E+12,-1.38,0.76,-7.4639506,4/15/2016,9.079999924,3.920000076,1.600000024,3.559999943,0,115,54,199,695,12087,4005
36,Upstairs,1.47E+13,-1.18,9.51,0.6946377,5/4/2016,8.289999962,2.50999999,0.930000007,4.849999905,0,36,27,272,1105,11768,2649
12,Jogging,1.82E+13,-3.53,1.08,0.19,4/16/2016,6.28000021,0,0,6.269999981,0.01,0,0,258,1182,8301,2783
