airline_sentiment,negative_reason,airline,name,retweet_count,text,tweet_created,tweet_location,user_timezone,,,,
neutral,,Southwest,jordan_mcflyy,0,@SouthwestAir hey southwest! Help me find a flight from Nashville - Washington DC or Raleigh for under $150 on March 15 please!,2015-02-24 08:02:52 -0800,,Central Time (US & Canada),,,,
negative,Customer Service Issue,Southwest,ckramer,0,"@SouthwestAir Why can we no longer change trips with a companion online? Been doing it for years, now get message can't be done online?",2015-02-24 08:01:41 -0800,"Orlando, Florida",Eastern Time (US & Canada),,,,
negative,Customer Service Issue,Southwest,richstahl,0,@SouthwestAir Adding RR number to a @Marriott stay is too hard. Won't take RR number at checkin/out and Marriott phone CS not helpful.,2015-02-24 07:56:34 -0800,"Raleigh, NC",Eastern Time (US & Canada),,,,
negative,Customer Service Issue,Southwest,Shan_Lyn,0,@SouthwestAir NOR @SpiritAirlines fly to Toronto?!?!? You're killing me smalls.......,2015-02-24 07:55:55 -0800,"InMyFeelings, IL",Central Time (US & Canada),,,,
neutral,,Southwest,OBruce135,0,@SouthwestAir Thank you!,2015-02-24 07:55:01 -0800,,,,,,
neutral,,Southwest,kdtwill,0,@SouthwestAir traditionally used sledge hammer - low $ taking share from driving | now scalpel approach through data science  #ANAmarketers,2015-02-24 07:53:49 -0800,"Austin, Texas",,,,,
positive,,Southwest,egbaboy,0,@SouthwestAir Customer Centricity is knowing people #ANAMarketers,2015-02-24 07:52:17 -0800,,Mountain Time (US & Canada),,,,
negative,Can't Tell,Southwest,tylerhansen331,0,"@SouthwestAir I have used you guys for most my travels, but this last experience I will never use southwest again! #worstcustomerservice",2015-02-24 07:47:15 -0800,,,,,,
neutral,,Southwest,kdtwill,0,@SouthwestAir is America's largest airline by passengers carried! Wonder if this is b/c they have a 'Customer Service Bible' #ANAmarketers,2015-02-24 07:45:03 -0800,"Austin, Texas",,,,,
negative,Flight Booking Problems,Southwest,RealMaryAgnes,0,"@SouthwestAir: #VIPLiveintheVieyard - first time we tried to redeem pts for *anything*, it really did not go well. #disappointed",2015-02-24 07:45:00 -0800,,Atlantic Time (Canada),,,,
positive,,Southwest,BoobzillaXXX,0,@SouthwestAir ok thank you  i hope  so too,2015-02-24 07:39:41 -0800,Everywhere You Wish You Were!,America/Los_Angeles,,,,
negative,Customer Service Issue,Southwest,NecroticDoctor,0,@SouthwestAir Is there a way to receive a refund on a trip that was Cancelled Flight online instead of calling? Your phone lines are super busy.,2015-02-24 07:38:52 -0800,Trapped in Baltimore.,Atlantic Time (Canada),,,,
positive,,Southwest,tmahal,0,"@SouthwestAir @intuit @jhamilton2007 4 moms, 4 careers, 1 day trip to LA. #intuitlife #leanin http://t.co/2qJbCv5jzq"" #southwestairlines",2015-02-24 07:36:17 -0800,SF Bay Area,,,,,
neutral,,Southwest,skiiim21,0,@SouthwestAir is there a resource to check delays/Cancelled Flightlations out of Love Field? Flying out tomorrow am and stressed about weather! 鉂勶笍,2015-02-24 07:35:33 -0800,Dallas ,Central Time (US & Canada),,,,
negative,Late Flight,Southwest,JLPoeschl,0,"@SouthwestAir Switching planes due to mechanical problems.  How does reboarding work? Was A49, now at end of long line.  Stuck in middle?",2015-02-24 07:34:59 -0800,,,,,,
negative,Flight Booking Problems,Southwest,Gian_Ricco,0,"@SouthwestAir Why, when I booked via phone after calling the A List preferred #, didn't my KTA get added to the ticket??? Must I use web?",2015-02-24 07:32:00 -0800,,,,,,
negative,Can't Tell,Southwest,RealMaryAgnes,0,"@SouthwestAir: Tried for VIP Live in The Vineyard but yr site went down, by the time I got in 2 redeem pts those packages gone.",2015-02-24 07:23:34 -0800,,Atlantic Time (Canada),,,,
neutral,,Southwest,chrisharriscw,0,@SouthwestAir An Oscar-worthy entrance into LA. http://t.co/10tmtHVFDC,2015-02-24 07:18:39 -0800,"Austin, TX",Central Time (US & Canada),,,,
positive,,Southwest,DelaneySchenk,0,"@SouthwestAir is the best airline hands down. Amazing customer service, bags free and affordable flights. #happycamper",2015-02-24 07:07:26 -0800,,Central Time (US & Canada),,,,
positive,,Southwest,PlatypusDBHunt,0,@SouthwestAir thanks to Ella-Mae at LAS counter for going above and beyond to help us get back to ABQ after our flight was Cancelled Flightled!,2015-02-24 07:04:11 -0800,"Albuquerque, NM",,,,,
neutral,,Southwest,ScottnearSMF,0,@SouthwestAir @PHLAirport Will Flight 2155 that arrives at E11 be a penguin plane?,2015-02-24 06:57:51 -0800,,Pacific Time (US & Canada),,,,
positive,,Southwest,chamtdi,4,@SouthwestAir Thank you for taking good care of people with ALS! http://t.co/m1yyWAFkFI @KevinSwan_ @ALSTDI @A_Life_Story_,2015-02-24 06:31:02 -0800,,Eastern Time (US & Canada),,,,
positive,,Southwest,TheMattCrane,0,@SouthwestAir has the smoooothest flight attendants. #SouthwestSmoothie http://t.co/Vr9k180LaI,2015-02-24 06:28:59 -0800,"Birmingham, AL",,,,,
negative,Cancelled Flight,Southwest,TheBaltimoreOs,0,@SouthwestAir why was Southwest only airline to Cancelled Flight all flights from Charleston? Was 7:50pm flight Cancelled Flightation really weather reLate Flightd?,2015-02-24 06:24:39 -0800,,Atlantic Time (Canada),,,,
neutral,,Southwest,TheRandyHarbin,0,@SouthwestAir #stepup #makeitright re you best? Or just money hungry? #wewillsee,2015-02-24 06:24:12 -0800,Kansas City MO,Central Time (US & Canada),,,,
negative,Customer Service Issue,Southwest,nerdguru,0,"@SouthwestAir Thanks for the text, but not exactly timely 8). Data throughout issues today maybe? http://t.co/aaU9MKA6Zy",2015-02-24 06:20:54 -0800,"Fullerton, CA",Central Time (US & Canada),,,,
negative,Customer Service Issue,Southwest,NicoleMEBump,0,@SouthwestAir I called the 800 # and the rep there was pleasant but less than helpful! Told me I was SOL. Train them for consistent #CX!,2015-02-24 06:12:21 -0800,"Manchester, NH",Eastern Time (US & Canada),,,,
negative,Can't Tell,Southwest,pwalnuts1156,0,@SouthwestAir 25 year customer but I am 6 3 and those lost 2 or 3 inches really hurt  every time the person in front shifts he raps my knees,2015-02-24 06:11:57 -0800,Galt Gulch,Pacific Time (US & Canada),,,,
neutral,,Southwest,passthechorizo,0,"@SouthwestAir- ...was only less than 3500pts, but it helped. Had PartnerRewards incoming, but not fast enough to keep pts from expiring.",2015-02-24 06:04:11 -0800,Chicago,Central Time (US & Canada),,,,
neutral,,Southwest,passthechorizo,0,"@SouthwestAir- Wife's RR pts expired a few days ago, were planning on Flight Booking Problems trip today. Anything you can do for us? On a tight budget...",2015-02-24 06:04:02 -0800,Chicago,Central Time (US & Canada),,,,
negative,Can't Tell,Southwest,ashjshannon,0,@SouthwestAir would be great if I atleast was next to my husband who is flying in the same reservation,2015-02-24 05:58:57 -0800,Detroit,Eastern Time (US & Canada),,,,
negative,Customer Service Issue,Southwest,JReneeX0X0,0,@SouthwestAir why is customer relations still not open....in Texas?!,2015-02-24 05:57:27 -0800,Around...,Eastern Time (US & Canada),,,,
positive,,Southwest,NicoleMEBump,0,@SouthwestAir Thank you for the tip!,2015-02-24 05:56:51 -0800,"Manchester, NH",Eastern Time (US & Canada),,,,
negative,Can't Tell,Southwest,pwalnuts1156,0,@SouthwestAir   I hate evolved seating. knees in the seat pocket http://t.co/forNpF69Ky,2015-02-24 05:50:32 -0800,Galt Gulch,Pacific Time (US & Canada),,,,
positive,,Southwest,jasonjwebb,0,@SouthwestAir Thanks to your team for dealing with Flight 1700 to Houston.,2015-02-24 05:45:20 -0800,"Boston, MA",Eastern Time (US & Canada),,,,
positive,,Southwest,quiltbabe,0,"@SouthwestAir bumped me to preboard on both flights (because I'm fat?) Whatever the reason, thanks!",2015-02-24 05:43:22 -0800,,Eastern Time (US & Canada),,,,
negative,Bad Flight,Southwest,LifesATrip_,0,@SouthwestAir I "heart" Southwest but those commercials aimed to satisfy a nano-smattering of travelers to few destinations.,2015-02-24 05:36:34 -0800,Kansas City,Central Time (US & Canada),,,,
neutral,,Southwest,joshkmm,0,@SouthwestAir I urgently need two receipts sent but CS is closed. Can you help?,2015-02-24 05:35:55 -0800,"Kansas City, KS",Central Time (US & Canada),,,,
neutral,,Southwest,duneshadow,0,@SouthwestAir sent,2015-02-24 05:33:37 -0800,"Minneapolis, MN",Central Time (US & Canada),,,,
negative,Late Flight,Southwest,jlivingood,0,@SouthwestAir Any ETD for SWA1004 from PHL? Appears delayed but no info available at gate.,2015-02-24 05:33:32 -0800,"Philadelphia, PA",Eastern Time (US & Canada),,,,
negative,Cancelled Flight,Southwest,duneshadow,0,@SouthwestAir can you tell me why you Cancelled Flightled the flight vs delay,2015-02-24 05:27:20 -0800,"Minneapolis, MN",Central Time (US & Canada),,,,
negative,Flight Attendant Complaints,Southwest,saysorrychris,0,@SouthwestAir my bday was yesterday and my girl gave birth to my first born and I couldn't get a courtesy flight change from Lynn... THANKS!,2015-02-24 05:23:46 -0800,Everywhere But Never Scared,Hawaii,,,,
neutral,,Southwest,RyanHanley_Com,0,^CB how do you know? @SouthwestAir,2015-02-24 05:20:12 -0800,"Albany, NY",Eastern Time (US & Canada),,,,
negative,Cancelled Flight,Southwest,duneshadow,0,"@SouthwestAir no need, I know the status, you Cancelled Flightled instead of delaying the flight.",2015-02-24 05:20:08 -0800,"Minneapolis, MN",Central Time (US & Canada),,,,
negative,Cancelled Flight,Southwest,duneshadow,0,@SouthwestAir weather where? And at what time Cancelled Flighted? No I can't because meeting was today.,2015-02-24 05:15:52 -0800,"Minneapolis, MN",Central Time (US & Canada),,,,
neutral,,Southwest,michaelpscott37,0,@SouthwestAir the flight isn't that empty.... Is this rude or not? http://t.co/4RL0p5JChB,2015-02-24 05:15:30 -0800,Florida ,,,,,
positive,,Southwest,osman_khan,0,@SouthwestAir - We left iPad in a seat pocket.  Filed lost item report. Received it exactly 1 week Late Flightr.  Is that a record?  #unbelievable,2015-02-24 05:13:15 -0800,Chicago,Central Time (US & Canada),,,,
negative,Cancelled Flight,Southwest,duneshadow,0,@SouthwestAir when and why was flight 4471 from MSP Cancelled Flighted this AM?,2015-02-24 05:07:19 -0800,"Minneapolis, MN",Central Time (US & Canada),,,,
negative,Bad Flight,Southwest,rmgarrett3,0,@SouthwestAir I luv y'all but please stop overheating your planes. Second flight in a row that feels like a sauna.,2015-02-24 05:04:30 -0800,"Dallas, TX",Mountain Time (US & Canada),,,,
neutral,,Southwest,Sez_Nez,0,@SouthwestAir I was not the one traveling. I was asking for my sister who was waiting on my nephew in Midland...flight eventually landed,2015-02-24 05:00:12 -0800,DFW,Central Time (US & Canada),,,,
positive,,Southwest,Paulyjroberts,0,@SouthwestAir can anyone help me upgrade to buisness select !? Cant seem to get hail of the right area at all .. I know you guys are good,2015-02-24 04:55:35 -0800,"cambridge, maryland",Atlantic Time (Canada),,,,
negative,Customer Service Issue,Southwest,pjeffs,0,@SouthwestAir i have asked Lindsey to call me instead of DM like a schoolgirl but so far no call   Getting tired of typing little notes,2015-02-24 04:55:17 -0800,,Mid-Atlantic,,,,
negative,Lost Luggage,Southwest,TheRandyHarbin,0,@SouthwestAir give us some more clever advertising about #bagsflyfree is that because #badpolicy allows you to #cheatcustomers,2015-02-24 04:54:21 -0800,Kansas City MO,Central Time (US & Canada),,,,
negative,Can't Tell,Southwest,davidgoodson71,0,@SouthwestAir it's just the principle - it's hard to get mugged &amp; not be upset you took my money &amp; didn't give me anything #wrongiswrong,2015-02-24 04:50:23 -0800,,,,,,
negative,Customer Service Issue,Southwest,davidgoodson71,0,@SouthwestAir customer service you shouldn't use those words wasted my time and took my money #BadBussiness #Theft http://t.co/63zaQ2lt8f,2015-02-24 04:49:42 -0800,,,,,,
negative,Bad Flight,Southwest,Scottyk1977,0,@SouthwestAir three hour flight to Orlando and no wifi? Uncool. #firstworldproblems,2015-02-24 04:49:24 -0800,,,,,,
positive,,Southwest,kcormier19,0,"@SouthwestAir loving the new planes and the lighting, only wish windows were larger. http://t.co/h44uJ63CJG",2015-02-24 04:35:05 -0800,,Eastern Time (US & Canada),,,,
negative,Lost Luggage,Southwest,amymiller305,0,@SouthwestAir I would like to ask that his bags be picked up at PIT &amp; taken to his hotel by the airport. Will someone contact me,2015-02-24 04:33:58 -0800,South Florida ,,,,,
negative,Customer Service Issue,Southwest,amymiller305,0,"@SouthwestAir customer service at FLL, BWI,and PIT have been terrible.no one knows where his bags are.his is on a job with no clothes &amp; gear",2015-02-24 04:29:16 -0800,South Florida ,,,,,
negative,Customer Service Issue,Southwest,kaugie01,0,"@SouthwestAir After multiple attempts, I was finally able to submit them Late Flight last night.",2015-02-24 04:26:06 -0800,Kansas City area,Mountain Time (US & Canada),,,,
negative,Cancelled Flight,Southwest,duneshadow,0,@SouthwestAir up at 4AM and arrive to find it already Cancelled Flighted. No options so miss my meeting. You might "know" but don't show it.,2015-02-24 04:17:33 -0800,"Minneapolis, MN",Central Time (US & Canada),,,,
neutral,,Southwest,davidgoodson71,0,@SouthwestAir it's a new day and a new chance for you to do the right thing it's never too Late Flight to be honest.,2015-02-24 04:17:23 -0800,,,,,,
negative,Can't Tell,Southwest,emayteeteej,0,@SouthwestAir darn! I bought it on the wrong device! No way to switch I'm sure?,2015-02-24 04:02:46 -0800,"Hopatcong, NJ",,,,,
neutral,,Southwest,emayteeteej,0,"@SouthwestAir quick question - i bought wifi for my phone, do I have to buy it again on my tablet? I have 9 hours left on my trip",2015-02-24 03:54:46 -0800,"Hopatcong, NJ",,,,,
positive,,Southwest,PhoenixThis,0,@southwestair cool shot of the moon and one of your fleet http://t.co/kl9BAiMES6,2015-02-24 03:44:12 -0800,The World is my Country,Central Time (US & Canada),,,,
neutral,,Southwest,OBruce135,0,"@SouthwestAir Hello SWA, Who is your POC for partnerships with nonprofit organizations in BWI area?",2015-02-24 03:27:46 -0800,,,,,,
negative,Lost Luggage,Southwest,amymiller305,0,"@SouthwestAir hey remember that time you lost my husbands bags? I do. 

#filmjobnoequipment 
#nowarmclothes",2015-02-23 22:08:44 -0800,South Florida ,,,,,
positive,,Southwest,JohnRDalton,0,@SouthwestAir Looking forward to flying once again with #SWA on Friday! The #LUV airline. #DTW #MDW #TUS,2015-02-23 21:58:24 -0800,"Detroit, Michigan",,,,,
positive,,Southwest,The_Playmaker20,0,@SouthwestAir I love this airline so much! Thanks so much! The service is great! The snacks are amazing! Everything is outstanding thanks!!,2015-02-23 21:50:07 -0800,,,,,,
negative,Lost Luggage,Southwest,amymiller305,0,@SouthwestAir you need to redeem yourself. I lost respect for you tonight #lostbags #filmjobnoequipment,2015-02-23 21:47:16 -0800,South Florida ,,,,,
negative,Lost Luggage,Southwest,amymiller305,0,@SouthwestAir way to fuck up and lose @c_istudios bags. My husband has no warm clothes and no equipment. #youdidit #notcool,2015-02-23 21:24:04 -0800,South Florida ,,,,,
neutral,,Southwest,LaRoseKayla,1,"@SouthwestAir you should have assigned seating, because now my cousin &amp; I probably can't sit together on our flight tomorrow.. Thanks.",2015-02-23 21:13:25 -0800,,,,,,
negative,Bad Flight,Southwest,___the___,0,@SouthwestAir wifi stays connected about the lifetime of a higgs boson,2015-02-23 21:08:51 -0800,la,Pacific Time (US & Canada),,,,
neutral,,Southwest,lcpnn,0,@SouthwestAir forget wedding fairs. How about discounts for nonprofits? We donate part of our worth every single day,2015-02-23 20:53:41 -0800,California,Alaska,,,,
negative,Customer Service Issue,Southwest,TravelDean,0,@SouthwestAir When will your phone agents be able to give the correct departure times for CUN? When can we checkin online for international?,2015-02-23 20:23:18 -0800,,,,,,
negative,Late Flight,Southwest,GabyOlya,0,@SouthwestAir making me miss #TheBachelor right now #wah,2015-02-23 20:21:51 -0800,"Los Angeles, CA",Pacific Time (US & Canada),,,,
neutral,,Southwest,racingchic247,0,@SouthwestAir Please lower my plane flight by like $100 bucks!! Thanks~ #FloridaVacation,2015-02-23 20:21:46 -0800,"Moultonborough, NH",Quito,,,,
positive,,Southwest,john_heltemes,0,@SouthwestAir had a great flight to and from Cabo last week with my family #smoothflight #frequentflyer,2015-02-23 20:10:56 -0800,,,,,,
negative,Can't Tell,Southwest,TheRandyHarbin,0,@SouthwestAir we can let #bags flutter because we charge travelers that had to change dates #fullprice and we don't let them travel,2015-02-23 20:01:04 -0800,Kansas City MO,Central Time (US & Canada),,,,
positive,,Southwest,EDWINKONSEPT,0,@SouthwestAir 馃憦馃憦馃憦 on that Late Flightst ad. Makes me happy to be flying you in a few days. #BETHonors,2015-02-23 20:00:11 -0800,"Logan Square, Chi / Austin, TX",Pacific Time (US & Canada),,,,
positive,,Southwest,ShomanWright,0,@SouthwestAir The Fact That U See Black History Month 12 Months A Year Is Honorable! We WILL BE An Economic Base For Corp. Like U In Future!,2015-02-23 19:53:30 -0800,Tennessee,,,,,
neutral,,Southwest,DaveyGrand,0,@SouthwestAir should offer cdn border towns incentive to fly since exchange rates are #hurt. #customerappreciation #gaincustomers #keepem2,2015-02-23 19:43:36 -0800,Canada/US,,,,,
positive,,Southwest,magmum03,0,@SouthwestAir What an awesome flight Dallas 2 NY. Virgin America refused bc of my child's peanut allergy but u guys didn't. Thanks! 馃憤馃槉,2015-02-23 19:42:47 -0800,ny,,,,,
negative,Customer Service Issue,Southwest,TheRandyHarbin,0,@SouthwestAir won't let me send a DM because they don't follow me.. #lovedflyingwiththem #notanymore #wrong #badpolicy,2015-02-23 19:38:52 -0800,Kansas City MO,Central Time (US & Canada),,,,
neutral,,Southwest,MastoBabii,0,@SouthwestAir reference #: 261093929756,2015-02-23 19:35:14 -0800,,,,,,
negative,Can't Tell,Southwest,sammyboy405,0,@SouthwestAir your welcome. It was the thoughts of nearly the entire plane.,2015-02-23 19:26:36 -0800,"Mustang, Oklahoma",,,,,
neutral,,Southwest,Sez_Nez,0,@SouthwestAir Do you know the reason flight #336 from Dallas to Midland was diverted to Lubbock? Was suppose to be direct to Midland.,2015-02-23 19:26:14 -0800,DFW,Central Time (US & Canada),,,,
positive,,Southwest,mjb1994,0,"@SouthwestAir in flight wifi + @TMobile wifi calling makes for the best combination. Who doesn't love texting 40,000 feet in the air :D",2015-02-23 19:23:08 -0800,California,Pacific Time (US & Canada),,,,
negative,Can't Tell,Southwest,TheRandyHarbin,0,@SouthwestAir has become like every other airline #crooked I can't believe they are taking over $500 #shouldwearmasks #shocked,2015-02-23 19:16:08 -0800,Kansas City MO,Central Time (US & Canada),,,,
negative,Late Flight,Southwest,itshosey,0,@SouthwestAir here is my conf #F8NEQM. My flight was delayed for 3 hours while my friend waited for me on her bday. Please follow up.,2015-02-23 19:15:22 -0800,Los Angeles,Arizona,,,,
negative,Customer Service Issue,Southwest,jenmedbery,0,@SouthwestAir Twitter cust svc rule 1 Dont say IF we fell short. I just told u u did! #2 If u cant solve problem don't say anything at all!,2015-02-23 19:12:39 -0800,"New Orleans, LA, USA",Central Time (US & Canada),,,,
negative,Customer Service Issue,Southwest,kelios,0,"@SouthwestAir disappointed in the 'service' I've received. Checked in online, checked my my flight status online, CHECKED IN AT THE AIRPORT",2015-02-23 19:05:24 -0800,,Central Time (US & Canada),,,,
positive,,Southwest,funksway,0,@SouthwestAir great day in the air. http://t.co/YNc2ZUt4zz,2015-02-23 18:54:24 -0800,"Panama City, Florida",Central Time (US & Canada),,,,
positive,,Southwest,Q2wo,0,@SouthwestAir thanks!,2015-02-23 18:52:56 -0800,,Pacific Time (US & Canada),,,,
positive,,Southwest,mgkboone,0,"@SouthwestAir Thanks for two smooth, safe and fast flights! #Boston #Houston #LUVSWA http://t.co/elhxUV0Uj1",2015-02-23 18:51:01 -0800,"Houston, TX",,,,,
positive,,Southwest,yrbkmiketaylor,0,@SouthwestAir /I really love your customer service Lou Ann in Phx rocks. Thanks SW. #be Ourguest,2015-02-23 18:49:32 -0800,Whereever Yearbooks Are Born,Central Time (US & Canada),,,,
neutral,,Southwest,delshaffer,0,"See you in ATL! 鈥淍SouthwestAir: Congrats to our #DestinationDragons winners! Ready, Atlanta? http://t.co/AY1GIdcfa4 http://t.co/yC7V2s0iOd鈥?,,2015-02-23 18:44:42 -0800,Charleston",Eastern Time (US & Canada),,,,,,
neutral,,Southwest,maximusKP,0,@SouthwestAir if I am enrolled in the ATL companion pass offer and booked 3 flights already before May 17 when can I start using the pass?,2015-02-23 18:40:50 -0800,ATL,Eastern Time (US & Canada),,,,
negative,Customer Service Issue,Southwest,jenmedbery,0,"@SouthwestAir very disappointed in your customer service right now. definitely not feeling the luv. what's worse, 2nd time this winter.",2015-02-23 18:39:41 -0800,"New Orleans, LA, USA",Central Time (US & Canada),,,,
neutral,,Southwest,Jgrozalsky,0,@SouthwestAir will do - if you follow back I can DM that info,2015-02-23 18:34:53 -0800,Boston,Eastern Time (US & Canada),,,,
positive,,Southwest,smokinjimz,0,"@SouthwestAir Katie, Gate C47, Denver International, fantastic customer service helping me and 2 new flyers; thx for amazing staff!",2015-02-23 18:25:01 -0800,"Waterford, MI",,,,,
negative,Damaged Luggage,Southwest,YALibLinds,0,@SouthwestAir Kudos to bag handler at DTW gate 21 at 7:10 pm. Ran to keep bags from hitting ground in 9 degree temp! http://t.co/5tXU5tSFkJ,2015-02-23 18:16:18 -0800,"Houston, TX",,,,,
positive,,Southwest,sillyredn3k,0,@SouthwestAir crew on flight 206 is awesome! Tell them I sent this tweet and maybe they will give me free wifi... #canthurtasking,2015-02-23 18:07:02 -0800,Washington D.C. / Northern VA,,,,,
positive,,Southwest,Aubrey__Cyr,0,@SouthwestAir thankyou :))鉂わ笍,2015-02-23 18:04:40 -0800,CT,,,,,
neutral,,Southwest,Aubrey__Cyr,0,@SouthwestAir how much is ur wifi fam,2015-02-23 17:59:00 -0800,CT,,,,,
neutral,,Southwest,MauLoaIkaika73,0,@SouthwestAir @Imaginedragons I tried. 馃様 It's okay,2015-02-23 17:39:37 -0800,,Pacific Time (US & Canada),,,,
positive,,Southwest,NathanMichael07,0,@SouthwestAir happy to enter your sweepstakes again #nutsaboutsouthwest,2015-02-23 17:39:18 -0800,NE Ohio,Eastern Time (US & Canada),,,,
positive,,Southwest,Btrap897,0,@SouthwestAir thanks for the great customer service today! 馃憤馃憣,2015-02-23 17:37:49 -0800,,Eastern Time (US & Canada),,,,
neutral,,Southwest,NikkiDan96,0,@SouthwestAir is the vinyl part of the prize too?,2015-02-23 17:36:05 -0800,,,,,,
positive,,Southwest,NikkiDan96,0,@SouthwestAir beyond ready,2015-02-23 17:35:42 -0800,,,,,,
negative,Lost Luggage,Southwest,HDsportsguy,0,"@SouthwestAir when I called I was told my bag had made it to PHL, but still has not been delivered or any call from the delivery service",2015-02-23 17:30:20 -0800,,,,,,
neutral,,Southwest,enigma2a,0,@SouthwestAir Looks like brooding skies out of ONT this evening. http://t.co/X9BLwgWA68,2015-02-23 17:27:45 -0800,"Vancouver, WA",Quito,,,,
neutral,,Southwest,mcgheelane,0,@SouthwestAir No monkey business we luv SWA!! #mdw2mci #homeandreadyfornexttrip http://t.co/2xJvUn66ZZ,2015-02-23 17:26:59 -0800,,,,,,
positive,,Southwest,Pisces37inDC,0,@SouthwestAir is my favorite airlines. I've never had issues with them. Plus there crew is entertaining.,2015-02-23 17:23:26 -0800,Somewhere mind in my business,Eastern Time (US & Canada),,,,
negative,Customer Service Issue,Southwest,subzero4534,0,@SouthwestAir Should be a way to give voice to customers who pay for services that are not satisfactorily delivered. #justsayin,2015-02-23 17:09:49 -0800,Brooklyn NY,Central Time (US & Canada),,,,
positive,,Southwest,maitreyibandla1,0,@SouthwestAir your flight attendants are really funny!! The sass is giving me life!!! 馃槀,2015-02-23 16:55:58 -0800,,,,,,
negative,Customer Service Issue,Southwest,Drewscifer,0,@SouthwestAir I am genuinely surprised you all don't upgrade people when you Cancelled Flight their flights or at least put them in a comparable spot,2015-02-23 16:43:22 -0800,Washington DC,Eastern Time (US & Canada),,,,
positive,,Southwest,_missjoannalee,0,@SouthwestAir following. Thank you.,2015-02-23 16:30:53 -0800,Canada,Pacific Time (US & Canada),,,,
negative,Customer Service Issue,Southwest,EllenMalloy,0,@SouthwestAir would someone please DM me the customer relations number. The website has only customer service.,2015-02-23 16:28:23 -0800,Chicago,,,,,
negative,Customer Service Issue,Southwest,RoaminTwin,0,@SouthwestAir : This is the second time in a row I haven't received text updates about flight time change. Don't offer if you won't use it,2015-02-23 16:18:33 -0800,,Central Time (US & Canada),,,,
negative,Cancelled Flight,Southwest,Drewscifer,0,@SouthwestAir you Cancelled Flightled my flight and now I am in the back of the queue and you want to charge me 200  for business class? Stay classy,2015-02-23 16:17:45 -0800,Washington DC,Eastern Time (US & Canada),,,,
negative,Cancelled Flight,Southwest,_missjoannalee,0,@SouthwestAir hope your flyers get a credit of some sort for all the delays and Cancelled Flightlations #shittydeal #notimpressed,2015-02-23 16:16:55 -0800,Canada,Pacific Time (US & Canada),,,,
negative,Customer Service Issue,Southwest,JamesRoseFox4,0,@SouthwestAir @TaylorLumsden Taylor.  U gotta love SWA responsiveness at the@very least huh?,2015-02-23 16:11:29 -0800,Dallas Fort Worth,Hawaii,,,,
positive,,Southwest,MauLoaIkaika73,0,@SouthwestAir It's all good. Thanks!,2015-02-23 16:07:28 -0800,,Pacific Time (US & Canada),,,,
positive,,Southwest,JReneeX0X0,0,@SouthwestAir thank you :),2015-02-23 16:04:37 -0800,Around...,Eastern Time (US & Canada),,,,
negative,Late Flight,Southwest,cwolicki,0,@SouthwestAir NOW you love me? After taking my money and only taking me halfway home. Sorry. Too Late Flight,2015-02-23 16:01:56 -0800,Boston,Eastern Time (US & Canada),,,,
negative,Can't Tell,Southwest,amyflenard,0,"@SouthwestAir oh, ok!  all good!  looking forward to escaping the cold for a bit!  thanks!",2015-02-23 15:58:44 -0800,"darien, il",Central Time (US & Canada),,,,
negative,Bad Flight,Southwest,ZulaPT,0,@SouthwestAir wifi is so slow! What is the point having one if can't get on the Internet?! Ugh...,2015-02-23 15:57:27 -0800,Carlsbad | CA,,,,,
neutral,,Southwest,vchhith,0,@SouthwestAir I have a few questions about flying with my Maltese puppy. Can you DM me?,2015-02-23 15:56:10 -0800,California/Maryland,Eastern Time (US & Canada),,,,
neutral,,Southwest,JReneeX0X0,0,@SouthwestAir any word when the customer relations department will open back up?,2015-02-23 15:55:42 -0800,Around...,Eastern Time (US & Canada),,,,
neutral,,Southwest,amyflenard,0,@SouthwestAir can you tell me if flight 805 from MDW-FLL tomorrow (2/24) is at full capacity?  i'm hoping for a little bit of extra room! 馃槉,2015-02-23 15:54:26 -0800,"darien, il",Central Time (US & Canada),,,,
neutral,,Southwest,FowlerDebra,0,@SouthwestAir  Just left there  Friday!,2015-02-23 15:53:38 -0800,,,,,,
positive,,Southwest,mkaynee,0,@SouthwestAir oh no worries. Just have never seen that before until today. I mean鈥t is a great card 馃榾,2015-02-23 15:49:02 -0800,,Central Time (US & Canada),,,,
positive,,Southwest,m_panda_bear,0,@SouthwestAir Thank you Thank you Thank you!!! My last attempt to win #DestinationDragons tickets was a success! I could not be happier!! :),2015-02-23 15:41:30 -0800,+ Las Vegas +,,,,,
positive,,Southwest,ThWrex,0,@SouthwestAir Flight 1700. (PHX TO LAX) Wheels stop.  Glad to be home!  Thanks to the professionals both up front and in the cabin!!!,2015-02-23 15:31:46 -0800,Near Los Angeles CA,,,,,
positive,,Southwest,fromtheleftseat,0,@SouthwestAir eyes next steps for improving #inflight #Wifi - Runway Girl http://t.co/h46HT1Oz40,2015-02-23 15:21:52 -0800,Phoenix AZ,Arizona,,,,
neutral,,Southwest,sick_beat_swift,0,@SouthwestAir Could you maybe hook (@FuyukaiDesuYo ) with some imagine dragon tickets tonight! SHES a HUGEEEEE FAN &amp; would really love to go,2015-02-23 15:14:48 -0800,,,,,,
negative,Late Flight,Southwest,DrewDepo,0,@SouthwestAir hasn't evennotified us that theflight isdelayed via email/text/phone call.If we wererunning Late Flight I would be pissed #unreliable,2015-02-23 15:11:57 -0800,KCMO,,,,,
